time,accel_x_list,accel_y_list,accel_z_list,gyro_x_list,gyro_y_list,gyro_z_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list,Trial_ID,Age,Height,Weight,Gender,User_ID,Activity_D01,Activity_D03,Activity_D04,Activity_D09,Activity_D10,Activity_D11
0.905,-1.5,1.4,9.6,-0.0,-0.0,0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
0.906,-1.5,1.4,9.6,-0.0,-0.0,0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
0.999,-1.5,1.3,9.7,-0.0,0.0,0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.001,-1.5,1.3,9.6,-0.0,0.0,0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.002,-1.4,1.3,9.7,-0.0,0.0,0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.004,-1.3,1.3,9.6,-0.0,0.0,0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.089,-1.3,1.3,9.6,-0.1,0.0,0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.09,-1.3,1.2,9.6,-0.1,0.0,0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.092,-1.3,1.2,9.7,-0.1,0.0,0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.104,-1.3,1.2,9.7,-0.0,0.0,0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.106,-1.3,1.2,9.7,-0.0,0.0,0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.198,-1.3,1.1,9.8,-0.0,-0.0,-0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.201,-1.3,1.1,9.8,0.0,-0.0,-0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.203,-1.3,0.9,9.8,0.0,-0.0,-0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.21,-1.3,1.0,9.8,0.0,-0.0,-0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.301,-1.3,1.0,9.7,0.0,-0.0,-0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.303,-1.3,1.0,9.7,0.0,-0.0,-0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.305,-1.3,1.1,9.7,0.0,-0.0,-0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.307,-1.4,1.1,9.7,0.1,-0.0,-0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.313,-1.3,1.0,9.7,0.1,-0.0,-0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.314,-1.3,1.1,9.6,0.1,-0.0,-0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.402,-1.3,1.2,9.6,0.0,-0.0,-0.0,0.7,0.1,-0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.408,-1.3,1.2,9.6,0.0,-0.0,-0.0,0.7,0.1,-0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.41,-1.3,1.2,9.6,0.0,-0.0,-0.0,0.7,0.1,-0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.411,-1.3,1.2,9.6,0.0,-0.0,-0.0,0.7,0.1,-0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.415,-1.3,1.1,9.6,0.0,-0.0,-0.0,0.7,0.1,-0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.5,-1.3,1.2,9.6,0.0,-0.0,-0.0,0.7,0.1,-0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.501,-1.4,1.1,9.6,0.0,-0.0,-0.0,0.7,0.1,-0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.513,-1.4,1.2,9.6,0.0,-0.0,-0.0,0.7,0.1,-0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.515,-1.4,1.3,9.6,0.0,-0.0,-0.0,0.7,0.1,-0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.518,-1.5,1.1,9.5,0.1,0.0,-0.0,0.7,0.1,-0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.6,-1.4,1.2,9.5,-0.0,-0.0,0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.601,-1.4,1.4,9.5,-0.0,-0.0,0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.603,-1.3,1.4,9.5,-0.0,-0.0,0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.605,-1.2,1.3,9.5,-0.0,-0.0,0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.606,-1.3,1.2,9.5,-0.0,-0.0,0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.703,-1.5,1.2,9.5,0.2,0.0,0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.704,-1.6,1.3,9.6,0.2,0.0,0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.706,-1.5,1.5,9.6,0.1,0.0,0.0,0.7,0.1,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.711,-1.4,1.9,9.7,-0.1,0.0,0.1,0.7,0.0,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.713,-1.5,2.0,9.6,-0.1,0.0,0.1,0.7,0.0,0.0,-0.7,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.799,-1.5,1.6,9.6,-0.0,-0.0,0.2,0.8,-0.1,0.3,-0.5,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.8,-1.5,1.4,9.5,-0.0,-0.0,0.2,0.8,-0.1,0.3,-0.5,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.802,-1.8,1.5,9.3,-0.0,-0.0,0.2,0.8,-0.1,0.3,-0.5,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.804,-1.8,1.4,9.1,-0.0,-0.0,0.2,0.8,-0.1,0.3,-0.5,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.805,-1.7,1.3,9.0,-0.0,-0.0,0.2,0.8,-0.1,0.3,-0.5,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.9,-2.0,1.4,8.8,-0.1,-0.0,0.2,0.8,-0.2,0.3,-0.5,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.911,-2.7,1.3,8.6,-0.3,-0.0,0.3,0.8,-0.2,0.4,-0.5,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.914,-3.3,1.3,8.4,-0.3,-0.0,0.3,0.8,-0.2,0.4,-0.4,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.915,-3.4,1.2,8.0,-0.3,-0.0,0.3,0.8,-0.2,0.4,-0.4,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
1.918,-3.2,0.9,7.4,-0.5,-0.0,0.5,0.8,-0.2,0.4,-0.4,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.0,-3.1,1.0,7.0,-1.8,0.1,0.8,0.8,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.001,-3.0,0.6,6.7,-1.8,0.1,0.8,0.8,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.003,-3.0,-0.6,6.6,-1.8,0.1,0.8,0.8,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.005,-3.3,-1.5,6.2,-1.8,0.1,0.8,0.8,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.045,-3.5,-2.4,6.1,-3.6,0.3,1.4,0.8,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.108,-3.3,-2.9,6.2,-3.6,0.4,1.5,0.8,-0.3,0.5,-0.2,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.11,-3.1,-3.2,6.3,-3.6,0.4,1.5,0.8,-0.3,0.5,-0.2,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.117,-3.2,-3.6,6.6,-4.7,0.7,1.8,0.8,-0.3,0.5,-0.2,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.125,-3.5,-4.6,6.5,-4.9,0.6,1.9,0.8,-0.3,0.5,-0.2,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.126,-3.9,-6.2,6.4,-4.9,0.6,1.9,0.8,-0.3,0.5,-0.2,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.199,-3.9,-7.8,6.3,-4.7,0.6,1.9,0.8,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.201,-3.8,-8.8,6.0,-4.7,0.6,1.9,0.8,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.203,-3.8,-8.9,5.8,-4.7,0.6,1.9,0.8,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.204,-3.7,-8.8,6.3,-4.0,0.6,1.9,0.8,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.206,-3.5,-8.8,6.8,-4.0,0.6,1.9,0.8,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.31,-3.3,-9.0,6.8,-2.3,0.5,1.4,0.8,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.312,-3.4,-9.3,6.3,-2.1,0.4,1.3,0.8,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.313,-3.6,-9.4,5.7,-2.1,0.4,1.3,0.8,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.315,-3.8,-9.8,5.5,-2.1,0.4,1.3,0.8,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.317,-3.8,-9.9,5.9,-2.1,0.4,1.3,0.8,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.405,-3.5,-9.8,5.9,-0.5,0.3,0.5,0.8,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.407,-3.4,-10.5,5.8,0.1,0.3,0.3,0.8,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.409,-3.5,-11.2,5.6,0.1,0.3,0.3,0.8,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.41,-3.7,-11.5,5.3,0.1,0.3,0.3,0.8,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.412,-4.1,-10.9,5.4,0.1,0.3,0.3,0.8,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.499,-4.6,-9.9,5.4,0.1,0.0,-0.3,0.7,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.501,-5.0,-9.5,5.1,0.2,-0.1,-0.4,0.7,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.503,-5.1,-9.6,4.8,0.2,-0.1,-0.4,0.7,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.504,-5.0,-9.2,4.4,0.2,-0.1,-0.4,0.7,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.506,-5.0,-8.9,3.9,0.2,-0.1,-0.4,0.7,-0.3,0.5,-0.3,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.599,-4.9,-8.7,3.4,0.3,-0.2,-0.4,0.7,-0.3,0.5,-0.2,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.6,-5.0,-8.4,3.2,0.3,-0.2,-0.4,0.7,-0.3,0.5,-0.2,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.602,-5.2,-8.1,2.8,0.4,-0.2,-0.4,0.7,-0.3,0.5,-0.2,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.604,-5.3,-7.8,2.5,0.4,-0.2,-0.4,0.7,-0.3,0.5,-0.2,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.699,-5.5,-7.6,2.3,0.1,-0.0,-0.3,0.7,-0.3,0.5,-0.2,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.701,-5.6,-7.5,2.2,-0.1,0.0,-0.3,0.7,-0.3,0.5,-0.2,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.707,-5.6,-7.5,2.2,-0.2,0.1,-0.2,0.7,-0.3,0.5,-0.2,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.708,-5.7,-7.3,2.2,-0.2,0.1,-0.2,0.7,-0.3,0.5,-0.2,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.71,-5.8,-7.1,2.1,-0.2,0.1,-0.2,0.7,-0.3,0.5,-0.2,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.799,-5.9,-6.9,2.0,-0.8,0.1,0.5,0.8,-0.3,0.6,-0.2,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.8,-5.8,-6.7,1.9,-0.8,0.1,0.5,0.8,-0.3,0.6,-0.2,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.802,-5.9,-6.3,1.9,-0.8,0.1,0.5,0.8,-0.3,0.6,-0.2,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.804,-6.2,-5.8,1.7,-0.8,0.1,0.5,0.8,-0.3,0.6,-0.2,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.805,-6.3,-5.7,1.5,-0.8,0.1,0.5,0.8,-0.3,0.6,-0.2,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.899,-6.1,-6.0,1.6,0.1,0.2,1.2,0.8,-0.2,0.6,-0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.901,-6.1,-6.2,1.5,0.1,0.2,1.2,0.8,-0.2,0.6,-0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.902,-6.5,-6.3,1.4,0.1,0.2,1.2,0.8,-0.2,0.6,-0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.904,-6.9,-5.8,1.5,0.1,0.2,1.2,0.8,-0.2,0.6,-0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
2.905,-7.1,-5.4,1.8,0.1,0.2,1.2,0.8,-0.2,0.6,-0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.028,-7.4,-5.2,2.1,0.2,0.2,1.4,0.7,-0.2,0.6,0.0,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.03,-7.6,-4.9,2.3,0.2,0.2,1.4,0.7,-0.2,0.6,0.0,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.037,-7.6,-4.6,2.3,0.2,0.2,1.4,0.7,-0.2,0.6,0.0,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.039,-7.8,-4.4,2.2,0.2,0.2,1.5,0.7,-0.2,0.6,0.0,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.051,-8.1,-4.2,2.1,0.0,0.3,1.5,0.7,-0.2,0.6,0.0,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.133,-8.6,-4.2,2.1,0.1,0.4,1.7,0.7,-0.2,0.6,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.135,-9.4,-4.2,2.1,0.1,0.4,1.7,0.7,-0.2,0.6,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.137,-10.1,-4.2,2.2,0.0,0.3,1.7,0.7,-0.2,0.6,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.139,-10.3,-4.2,2.2,0.0,0.3,1.7,0.7,-0.2,0.6,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.141,-10.2,-4.2,2.4,0.0,0.3,1.7,0.7,-0.2,0.6,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.199,-10.1,-4.2,2.5,-0.5,0.2,1.4,0.7,-0.2,0.7,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.2,-9.9,-4.1,2.5,-0.6,0.2,1.3,0.7,-0.2,0.7,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.202,-9.8,-4.2,2.6,-0.7,0.2,1.2,0.7,-0.2,0.7,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.204,-9.9,-4.6,2.6,-0.7,0.2,1.2,0.7,-0.2,0.7,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.21,-10.4,-4.2,2.5,-0.7,0.2,1.2,0.7,-0.2,0.7,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.299,-10.3,-3.6,2.3,-1.3,0.0,0.9,0.7,-0.3,0.7,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.301,-10.0,-3.7,2.0,-1.3,0.0,0.9,0.7,-0.3,0.7,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.307,-9.2,-4.1,1.4,-1.4,0.1,0.9,0.7,-0.3,0.7,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.309,-8.9,-3.6,1.6,-1.4,0.1,0.9,0.7,-0.3,0.7,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.31,-8.8,-3.8,1.5,-1.4,0.1,0.9,0.7,-0.3,0.7,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.401,-9.1,-4.0,1.2,-1.4,0.1,0.9,0.7,-0.3,0.6,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.402,-8.9,-3.8,1.1,-1.4,0.1,0.9,0.7,-0.3,0.6,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.404,-8.2,-4.1,0.9,-1.4,0.1,0.9,0.7,-0.3,0.6,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.424,-8.1,-4.5,0.8,-1.3,0.2,1.0,0.7,-0.3,0.6,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.427,-7.9,-4.7,0.8,-1.3,0.2,1.0,0.7,-0.3,0.6,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.499,-7.9,-4.6,0.9,-0.8,0.4,0.6,0.7,-0.3,0.6,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
3.504,-8.3,-4.4,0.9,-0.9,0.2,0.5,0.7,-0.3,0.6,0.1,1,89.0,1.71,71.5,0,27,1,0,0,0,0,0
