time,accel_x_list,accel_y_list,accel_z_list,gyro_x_list,gyro_y_list,gyro_z_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list,Trial_ID,Age,Height,Weight,Gender,User_ID,Activity_D01,Activity_D02,Activity_D03,Activity_D04,Activity_D05,Activity_D06,Activity_D07,Activity_D08,Activity_D09,Activity_D10,Activity_D11,Activity_F01,Activity_F02,Activity_F03,Activity_F04,Activity_F05,Activity_F06,Activity_F07,Activity_F08
0.322,-3.1,-2.5,8.9,0.0,-0.0,-0.0,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.324,-3.2,-2.3,9.0,0.0,-0.0,-0.0,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.325,-3.1,-2.1,8.9,0.0,-0.0,-0.0,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.327,-3.2,-2.2,9.1,0.0,-0.0,-0.0,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,-3.2,-2.3,8.9,-0.0,-0.0,-0.1,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.402,-3.2,-2.2,8.9,-0.0,-0.0,-0.1,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.404,-3.2,-1.9,8.9,-0.0,-0.0,-0.1,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.405,-3.2,-2.1,8.9,0.1,-0.0,-0.0,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.407,-3.2,-2.3,8.9,0.0,-0.0,-0.0,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.408,-3.2,-2.3,8.9,0.0,-0.0,-0.0,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.522,-3.2,-2.2,8.9,0.0,0.0,0.0,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.524,-3.2,-2.0,8.8,-0.1,-0.0,0.0,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.526,-3.1,-2.5,8.6,-0.1,-0.0,0.0,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.527,-3.1,-2.4,8.8,-0.1,-0.0,0.0,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.605,-3.2,-2.1,8.8,-0.0,0.0,0.0,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.607,-3.1,-2.1,8.8,-0.0,0.0,0.0,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.609,-3.2,-2.2,8.8,-0.0,0.0,0.0,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.614,-3.1,-2.2,8.7,-0.1,0.1,0.0,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.615,-3.1,-2.3,8.7,-0.2,0.1,0.0,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.617,-3.1,-2.1,8.8,-0.3,0.1,0.0,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.722,-3.1,-2.0,8.9,-0.2,0.2,0.1,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.724,-3.1,-1.9,8.9,-0.2,0.2,0.1,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.726,-3.3,-1.8,8.7,-0.2,0.2,0.1,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.736,-3.1,-2.0,8.4,-0.2,0.2,0.1,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.825,-3.1,-2.2,8.4,-1.0,0.2,0.3,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.83,-3.3,-2.1,8.5,-1.0,0.2,0.3,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.832,-3.3,-2.2,8.4,-1.0,0.2,0.3,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.833,-3.3,-2.6,8.1,-1.2,0.3,0.4,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.835,-3.4,-2.8,7.5,-1.5,0.3,0.4,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.837,-3.6,-3.3,7.3,-1.8,0.3,0.5,-0.3,0.2,0.1,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.924,-3.8,-3.0,6.9,-2.4,0.4,0.8,-0.2,0.3,0.2,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.925,-3.9,-2.8,6.5,-2.4,0.4,0.8,-0.2,0.3,0.2,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.927,-4.3,-3.5,6.1,-2.8,0.5,1.0,-0.2,0.3,0.2,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.929,-4.9,-3.0,6.0,-3.1,0.5,1.1,-0.2,0.3,0.2,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.93,-5.1,-3.2,4.9,-3.4,0.6,1.3,-0.2,0.3,0.2,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.026,-5.4,-3.7,4.0,-4.0,0.4,1.7,-0.1,0.3,0.3,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.028,-5.8,-3.9,3.3,-4.0,0.4,1.7,-0.1,0.3,0.3,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.031,-6.6,-4.2,3.0,-4.0,0.4,2.0,-0.1,0.3,0.3,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.033,-7.4,-4.8,2.4,-4.0,0.4,2.2,-0.1,0.3,0.3,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.034,-8.0,-4.6,2.1,-3.8,0.3,2.4,-0.1,0.3,0.3,-0.9,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.124,-8.6,-4.7,1.6,-3.5,0.2,2.7,0.1,0.4,0.4,-0.8,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.125,-9.4,-4.8,0.7,-3.5,0.2,2.7,0.1,0.4,0.4,-0.8,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.135,-10.2,-4.8,0.5,-3.5,0.2,2.7,0.1,0.4,0.4,-0.8,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.137,-11.0,-4.8,0.2,-3.5,0.2,2.7,0.1,0.4,0.4,-0.8,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.138,-11.5,-4.9,-0.3,-3.5,0.2,2.7,0.1,0.4,0.4,-0.8,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.228,-11.5,-4.9,-0.4,-3.7,-0.2,2.9,0.2,0.4,0.5,-0.7,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.229,-11.2,-4.9,-0.5,-3.8,-0.3,2.7,0.2,0.4,0.5,-0.7,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.231,-11.0,-4.8,-0.7,-3.8,-0.3,2.7,0.2,0.4,0.5,-0.7,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.233,-10.9,-4.7,-1.1,-3.7,-0.4,2.5,0.3,0.4,0.5,-0.7,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.322,-10.6,-4.9,-1.7,-3.1,-0.4,1.8,0.4,0.4,0.5,-0.6,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.329,-10.5,-5.4,-1.8,-2.4,-0.3,1.6,0.4,0.4,0.5,-0.6,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.331,-10.7,-3.4,0.4,-2.1,-0.2,1.2,0.4,0.4,0.5,-0.6,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.333,-10.1,-4.4,-1.0,-2.9,-0.2,1.0,0.4,0.4,0.6,-0.6,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.426,-9.7,-6.3,-2.4,-1.7,-0.1,0.9,0.4,0.4,0.6,-0.5,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.428,-9.0,-3.3,-0.7,-1.7,-0.1,0.9,0.4,0.4,0.6,-0.5,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.432,-9.1,-5.0,-0.4,-1.7,-0.1,0.9,0.4,0.4,0.6,-0.5,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.434,-8.3,-6.0,-1.7,-1.7,-0.1,0.9,0.4,0.4,0.6,-0.5,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.441,-8.6,-2.2,-0.1,-1.2,0.0,0.8,0.4,0.4,0.6,-0.5,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.442,-8.9,-3.2,0.3,-1.2,0.0,0.8,0.4,0.4,0.6,-0.5,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.523,-8.8,-4.2,-0.0,-1.1,0.1,0.7,0.5,0.4,0.6,-0.5,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.525,-8.8,-3.8,-0.1,-1.1,0.1,0.7,0.5,0.4,0.6,-0.5,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.54,-8.8,-3.8,0.0,-1.2,0.2,0.8,0.5,0.4,0.6,-0.5,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.542,-8.9,-3.9,0.2,-1.2,0.2,0.8,0.5,0.4,0.6,-0.5,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.543,-9.1,-3.8,0.3,-1.2,0.2,0.8,0.5,0.4,0.6,-0.5,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.623,-9.0,-4.0,0.5,-1.2,0.3,0.6,0.5,0.4,0.6,-0.4,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.625,-9.6,-3.8,1.1,-1.2,0.3,0.6,0.5,0.4,0.6,-0.4,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.627,-10.4,-4.0,1.4,-1.4,0.4,0.4,0.5,0.4,0.6,-0.4,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.628,-10.7,-4.3,0.5,-1.4,0.4,0.4,0.5,0.4,0.6,-0.4,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.63,-10.5,-4.3,0.3,-1.4,0.3,0.3,0.5,0.4,0.6,-0.4,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.723,-11.1,-3.9,1.2,-1.0,0.4,0.1,0.5,0.4,0.6,-0.4,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.725,-11.6,-3.5,1.6,-1.0,0.4,0.1,0.5,0.4,0.6,-0.4,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.731,-11.4,-3.4,0.7,-1.2,0.3,-0.0,0.5,0.4,0.6,-0.4,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.732,-10.8,-4.1,-0.1,-1.2,0.3,-0.0,0.5,0.4,0.6,-0.4,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.734,-9.9,-4.7,0.2,-1.6,0.2,-0.1,0.5,0.4,0.6,-0.4,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.824,-9.4,-4.2,0.4,-1.6,0.0,-0.4,0.6,0.4,0.7,-0.3,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.825,-9.0,-4.1,-0.3,-1.6,0.0,-0.4,0.6,0.4,0.7,-0.3,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.827,-8.9,-4.5,-0.9,-1.5,0.0,-0.5,0.6,0.4,0.7,-0.3,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.828,-9.5,-4.1,-0.7,-1.5,0.0,-0.5,0.6,0.4,0.7,-0.3,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83,-9.6,-4.6,-0.9,-1.1,0.1,-0.7,0.6,0.4,0.7,-0.3,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.924,-9.1,-4.8,-1.2,0.4,0.1,-1.0,0.6,0.3,0.7,-0.3,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.933,-9.5,-4.0,-1.0,0.4,0.1,-1.0,0.6,0.3,0.7,-0.3,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.935,-9.9,-4.7,-1.6,0.4,0.1,-1.0,0.6,0.3,0.7,-0.3,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.936,-10.9,-3.9,-1.8,0.4,0.1,-1.0,0.6,0.3,0.7,-0.3,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.938,-11.5,-3.4,-2.0,0.4,0.1,-1.0,0.6,0.3,0.7,-0.3,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.023,-11.8,-2.6,-1.4,3.1,-0.2,-1.6,0.5,0.3,0.7,-0.5,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.025,-11.9,-2.0,-1.5,3.1,-0.2,-1.6,0.5,0.3,0.7,-0.5,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.026,-11.0,-2.7,-1.6,3.1,-0.2,-1.6,0.5,0.3,0.7,-0.5,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.034,-10.5,-2.8,-1.6,1.3,-0.4,-1.8,0.5,0.3,0.7,-0.5,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.036,-10.1,-2.8,-1.4,0.8,-0.3,-1.9,0.5,0.3,0.7,-0.5,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.123,-10.0,-3.5,-1.4,0.2,-0.2,-2.2,0.4,0.3,0.7,-0.5,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.125,-10.0,-3.8,-1.5,0.2,-0.2,-2.2,0.4,0.3,0.7,-0.5,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.131,-9.7,-4.0,-1.7,0.3,-0.2,-2.3,0.4,0.3,0.7,-0.5,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.133,-9.5,-3.8,-1.7,0.6,-0.2,-2.4,0.4,0.3,0.7,-0.5,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.135,-9.1,-3.8,-1.6,0.9,-0.3,-2.3,0.4,0.3,0.7,-0.5,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.226,-8.9,-4.2,-1.5,1.2,-0.3,-2.1,0.4,0.2,0.7,-0.6,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.227,-8.6,-4.1,-1.0,1.2,-0.3,-2.1,0.4,0.2,0.7,-0.6,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.229,-8.1,-4.2,-0.8,1.2,-0.3,-2.1,0.4,0.2,0.7,-0.6,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.231,-7.4,-4.0,-0.4,1.2,-0.3,-2.1,0.4,0.2,0.7,-0.6,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.232,-6.6,-4.0,-0.3,1.2,-0.3,-2.1,0.4,0.2,0.7,-0.6,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.323,-6.1,-4.0,-0.1,1.0,-0.3,-1.0,0.3,0.2,0.6,-0.7,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.325,-5.6,-3.9,0.2,1.0,-0.3,-1.0,0.3,0.2,0.6,-0.7,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.327,-5.4,-3.9,0.5,0.9,-0.2,-0.7,0.3,0.2,0.6,-0.7,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.328,-5.5,-3.9,0.5,0.9,-0.2,-0.7,0.3,0.2,0.6,-0.7,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.33,-5.7,-3.7,0.6,0.8,-0.1,-0.4,0.3,0.2,0.6,-0.7,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.429,-6.3,-3.6,0.8,0.3,0.2,0.8,0.3,0.2,0.6,-0.7,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.43,-6.8,-3.7,0.8,0.3,0.2,0.8,0.3,0.2,0.6,-0.7,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.432,-7.1,-3.6,0.7,0.3,0.2,0.8,0.3,0.2,0.6,-0.7,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.434,-8.2,-3.6,1.0,0.3,0.2,0.8,0.3,0.2,0.6,-0.7,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.436,-10.0,-3.6,0.7,-0.0,0.2,1.2,0.3,0.2,0.6,-0.7,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.523,-11.6,-4.1,0.1,-1.4,0.7,3.2,0.4,0.3,0.6,-0.6,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.525,-12.0,-3.8,-0.3,-1.4,0.7,3.2,0.4,0.3,0.6,-0.6,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.527,-10.8,-2.0,-0.8,-1.8,0.7,3.7,0.4,0.3,0.6,-0.6,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.528,-9.9,-3.2,-0.1,-2.3,0.6,3.9,0.4,0.3,0.6,-0.6,1,20.0,1.73,69.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
