time,accel_x_list,accel_y_list,accel_z_list,gyro_x_list,gyro_y_list,gyro_z_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list,Trial_ID,Age,Height,Weight,Gender,User_ID,Activity_D01,Activity_D02,Activity_D03,Activity_D04,Activity_D05,Activity_D06,Activity_D07,Activity_D08,Activity_D09,Activity_D10,Activity_D11,Activity_F01,Activity_F02,Activity_F03,Activity_F04,Activity_F05,Activity_F06,Activity_F07,Activity_F08
0.227,-1.0,0.7,9.6,-0.1,0.0,0.2,-0.7,0.0,-0.0,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.229,-0.9,1.0,9.7,0.1,0.0,0.0,-0.7,0.0,-0.0,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23,-0.9,0.7,9.6,0.1,0.0,0.0,-0.7,0.0,-0.0,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.232,-0.7,0.6,9.7,0.1,-0.1,-0.1,-0.7,0.0,-0.0,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.234,-1.0,0.6,9.8,-0.0,-0.1,-0.0,-0.7,0.0,-0.0,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.324,-0.5,0.8,9.8,-0.0,-0.0,-0.1,-0.7,0.0,-0.0,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.326,-1.0,0.7,9.6,-0.0,-0.0,-0.1,-0.7,0.0,-0.0,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.327,-0.9,0.6,9.5,-0.0,-0.0,-0.1,-0.7,0.0,-0.0,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.329,-0.5,1.1,9.5,-0.0,-0.0,-0.1,-0.7,0.0,-0.0,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.342,-0.7,0.7,9.2,-0.1,0.0,0.0,-0.7,0.0,-0.0,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.425,-1.1,0.9,9.4,-0.4,0.0,0.1,-0.7,0.0,-0.0,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.426,-1.3,0.8,9.3,-0.4,0.0,0.1,-0.7,0.0,-0.0,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.428,-1.9,0.8,8.6,-0.6,-0.0,-0.0,-0.7,0.0,-0.0,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.429,0.1,-1.2,8.0,-0.6,-0.0,-0.0,-0.7,0.0,-0.0,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.431,-0.3,4.1,8.5,-0.6,-0.1,-0.2,-0.7,0.0,-0.0,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.525,-1.3,1.0,6.4,-1.3,0.3,0.3,-0.7,0.0,-0.0,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.526,-1.1,3.4,6.5,-1.6,0.3,0.6,-0.7,0.0,-0.0,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.528,-1.3,2.5,6.0,-2.1,0.3,1.0,-0.7,0.1,-0.0,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.53,-2.0,1.6,5.7,-2.8,0.4,1.3,-0.7,0.1,-0.0,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.531,-2.5,0.9,6.0,-3.1,0.4,1.6,-0.7,0.1,-0.0,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.637,-3.1,-0.3,5.7,-3.9,0.3,2.6,-0.6,0.2,0.1,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.638,-3.4,-1.0,4.8,-3.9,0.3,2.6,-0.6,0.2,0.1,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.64,-3.7,-1.3,4.8,-4.4,0.2,3.0,-0.6,0.2,0.1,-0.8,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.642,-4.6,-2.4,5.1,-4.4,0.2,3.0,-0.6,0.2,0.1,-0.8,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.644,-6.1,-5.5,5.0,-4.4,0.2,3.0,-0.6,0.2,0.1,-0.8,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.699,-7.0,-7.4,4.5,-4.2,0.0,3.0,-0.5,0.3,0.2,-0.8,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.701,-6.7,-6.6,4.9,-4.2,0.0,3.0,-0.5,0.3,0.2,-0.8,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.704,-6.7,-5.7,4.3,-4.2,0.0,3.0,-0.5,0.3,0.2,-0.8,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.714,-7.4,-5.5,3.5,-4.1,-0.4,3.3,-0.5,0.3,0.2,-0.8,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.715,-8.3,-7.2,2.7,-4.1,-0.4,3.3,-0.5,0.3,0.2,-0.8,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.822,-9.1,-8.7,1.7,-5.8,-1.4,3.2,-0.2,0.4,0.4,-0.8,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.824,-9.3,-9.6,0.5,-5.8,-1.4,3.2,-0.2,0.4,0.4,-0.8,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.825,-8.9,-9.7,0.0,-5.8,-1.4,3.2,-0.2,0.4,0.4,-0.8,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.926,-8.5,-9.4,-0.4,-5.5,-1.4,3.1,-0.1,0.4,0.4,-0.8,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.927,-8.4,-8.9,-0.4,-5.5,-1.4,3.1,-0.1,0.4,0.4,-0.8,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.929,-8.7,-8.8,-0.5,-5.1,-1.4,3.1,-0.1,0.4,0.4,-0.8,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.931,-9.1,-9.4,-1.1,-5.1,-1.4,3.1,-0.0,0.4,0.5,-0.8,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.932,-9.2,-9.2,-1.4,-4.9,-1.3,2.9,-0.0,0.4,0.5,-0.8,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.934,-8.9,-8.9,-1.3,-4.6,-1.2,2.9,-0.0,0.4,0.5,-0.8,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.03,-9.0,-8.8,-1.2,-1.9,-0.5,2.6,0.2,0.5,0.5,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.032,-9.5,-9.4,-1.5,-1.3,-0.3,2.5,0.2,0.5,0.5,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.034,-9.8,-9.7,-1.5,-0.3,-0.1,2.0,0.2,0.5,0.5,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.035,-9.9,-9.6,-1.4,-0.3,-0.1,2.0,0.2,0.5,0.5,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.037,-9.8,-8.8,-1.0,-0.3,-0.1,2.0,0.2,0.5,0.5,-0.7,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.038,-9.4,-8.0,-0.6,-0.3,-0.1,2.0,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.123,-9.4,-8.0,-0.4,-0.0,-0.1,1.7,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.125,-9.4,-7.7,-0.7,-0.0,-0.1,1.7,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.137,-9.1,-6.6,-0.4,0.2,-0.1,1.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.138,-8.9,-6.2,-0.4,0.2,-0.1,1.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.226,-8.7,-5.9,-0.2,-0.1,-0.1,0.4,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.228,-8.5,-5.5,-0.0,-0.1,-0.1,0.3,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.233,-8.5,-5.3,0.1,-0.0,-0.0,0.2,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.235,-8.9,-4.9,0.1,-0.1,-0.1,0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.236,-9.1,-4.4,-0.1,-0.1,-0.1,0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.324,-9.2,-4.3,-0.3,-0.1,-0.1,-0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.326,-9.3,-4.3,-0.2,-0.1,-0.1,-0.2,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.327,-9.6,-4.2,-0.2,-0.1,-0.1,-0.2,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.329,-9.6,-3.9,-0.2,-0.1,-0.1,-0.2,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.331,-9.5,-3.8,-0.3,-0.1,-0.1,-0.2,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.425,-9.5,-3.8,-0.2,-0.1,-0.0,-0.3,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.432,-9.5,-3.8,-0.1,0.1,-0.0,-0.4,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.433,-9.3,-3.7,-0.2,0.2,-0.0,-0.4,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.435,-9.1,-3.6,-0.2,0.2,-0.0,-0.4,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.437,-9.1,-3.7,-0.1,0.2,-0.0,-0.4,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.524,-9.2,-3.4,0.0,0.1,-0.1,-0.3,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.526,-9.1,-3.3,0.2,0.1,-0.1,-0.3,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.535,-9.1,-3.3,0.2,0.1,-0.1,-0.3,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.542,-9.4,-3.4,0.2,0.0,-0.1,-0.3,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.544,-9.4,-3.3,0.2,0.0,-0.1,-0.3,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.624,-9.1,-3.3,0.2,-0.2,-0.3,-0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.626,-9.2,-3.3,0.5,-0.2,-0.3,-0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.627,-9.0,-3.4,0.6,-0.2,-0.3,-0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.632,-8.6,-3.3,0.6,-0.2,-0.3,-0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.633,-8.4,-3.3,0.7,-0.2,-0.3,-0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.724,-8.5,-3.4,0.7,-0.1,-0.2,-0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.729,-8.9,-3.4,0.9,-0.1,-0.2,0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.731,-9.1,-3.5,0.7,-0.1,-0.1,0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.732,-8.8,-3.5,0.7,-0.1,-0.1,0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.734,-9.0,-3.5,1.0,-0.1,-0.1,0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.823,-9.3,-3.6,1.1,-0.1,-0.1,0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.825,-9.3,-3.5,1.0,-0.1,-0.1,0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.827,-9.1,-3.6,1.1,-0.2,-0.2,0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.832,-8.9,-3.7,1.2,-0.1,-0.2,0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.834,-8.6,-3.6,1.3,-0.1,-0.2,0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.924,-8.3,-3.4,1.3,-0.1,-0.2,0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.933,-8.2,-3.4,1.3,-0.1,-0.1,0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.935,-8.1,-3.4,1.2,-0.1,-0.1,0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.937,-8.2,-3.4,1.3,-0.1,-0.1,0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.938,-8.4,-3.5,1.4,-0.1,-0.1,0.1,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.024,-8.7,-3.5,1.4,-0.2,-0.1,0.3,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.026,-8.6,-3.5,1.3,-0.2,-0.1,0.3,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.027,-8.5,-3.5,1.3,-0.2,-0.1,0.3,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.029,-8.6,-3.6,1.4,-0.2,-0.1,0.3,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.037,-8.6,-3.7,1.6,-0.3,-0.1,0.4,0.3,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.124,-8.6,-3.7,1.4,-0.3,-0.1,0.4,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.126,-8.5,-3.6,1.3,-0.3,-0.1,0.4,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.127,-8.5,-3.7,1.3,-0.3,-0.1,0.4,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.129,-8.8,-3.9,1.3,-0.4,-0.1,0.5,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.136,-8.9,-3.9,1.2,-0.3,-0.0,0.5,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.224,-9.3,-3.7,1.2,-0.3,-0.0,0.5,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.225,-9.8,-3.7,1.0,-0.3,-0.0,0.5,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.231,-9.8,-3.7,1.0,-0.3,-0.0,0.5,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.233,-9.7,-3.7,1.1,-0.3,-0.0,0.5,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.234,-9.9,-3.6,1.0,-0.2,0.1,0.5,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.324,-10.3,-3.3,0.8,-0.1,0.2,0.6,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.325,-10.1,-3.3,0.7,-0.1,0.2,0.6,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.327,-10.1,-3.3,0.8,-0.1,0.2,0.6,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.332,-11.0,-3.2,0.8,-0.1,0.3,0.6,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.334,-11.5,-3.1,0.7,-0.1,0.3,0.6,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.424,-12.3,-3.1,0.6,0.2,0.5,0.8,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.425,-12.0,-3.0,0.3,0.2,0.4,0.8,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.431,-10.7,-3.2,0.2,-0.1,0.1,0.5,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.432,-9.3,-3.4,0.3,-0.1,0.1,0.5,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.434,-8.3,-3.3,0.4,-0.1,0.1,0.3,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.524,-8.1,-3.4,0.1,0.3,0.3,-0.5,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.525,-8.7,-3.6,-0.2,0.5,0.3,-0.6,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.527,-9.3,-3.6,-0.3,0.7,0.2,-0.7,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.529,-9.8,-3.4,-0.3,0.7,0.2,-0.7,0.4,0.5,0.5,-0.6,1,23.0,1.83,77.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
