time,accel_x_list,accel_y_list,accel_z_list,gyro_x_list,gyro_y_list,gyro_z_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list,Trial_ID,Age,Height,Weight,Gender,User_ID,Activity_D01,Activity_D02,Activity_D03,Activity_D04,Activity_D05,Activity_D06,Activity_D07,Activity_D08,Activity_D09,Activity_D10,Activity_D11,Activity_F01,Activity_F02,Activity_F03,Activity_F04,Activity_F05,Activity_F06,Activity_F07,Activity_F08
0.303,-0.0,1.3,9.7,-0.0,0.1,0.1,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.308,-0.0,1.2,9.6,-0.0,0.1,0.1,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,-0.0,1.3,9.5,-0.1,0.0,0.1,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.399,-0.0,1.5,9.5,-0.1,-0.0,0.1,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.401,0.1,1.5,9.5,-0.1,0.0,0.1,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.403,0.1,1.4,9.4,-0.1,0.0,0.1,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.503,-0.0,1.4,9.5,-0.1,0.0,0.2,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.505,0.0,1.5,9.5,-0.1,0.1,0.2,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.506,-0.0,1.3,9.6,-0.1,0.1,0.2,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.508,-0.1,1.3,9.7,-0.1,0.1,0.2,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.51,-0.2,1.3,9.9,-0.1,0.1,0.2,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.629,-0.2,1.2,9.9,-0.1,0.1,0.2,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.631,-0.2,1.4,10.0,-0.1,0.1,0.2,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.632,-0.3,1.4,9.9,-0.1,0.1,0.2,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.634,-0.2,1.2,10.0,-0.1,0.1,0.2,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.636,-0.2,1.3,10.0,-0.1,0.1,0.2,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.727,-0.1,1.3,10.0,-0.1,0.1,0.2,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.729,-0.1,1.3,10.0,-0.1,0.1,0.2,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.735,-0.0,1.3,9.8,-0.1,0.1,0.2,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.737,0.1,1.2,9.6,-0.1,0.1,0.2,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.743,0.0,1.3,9.6,-0.1,0.1,0.2,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.755,-0.1,1.3,9.5,-0.1,0.1,0.2,-0.2,-0.0,0.1,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.757,-0.1,1.2,9.4,-0.0,0.0,0.2,-0.2,-0.0,0.0,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.824,-0.1,1.3,9.4,-0.0,-0.0,0.2,-0.3,-0.0,0.0,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.826,-0.1,1.3,9.3,-0.0,-0.0,0.2,-0.3,-0.0,0.0,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.828,-0.1,1.3,9.2,-0.0,-0.0,0.2,-0.3,-0.0,0.0,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.834,-0.0,1.2,9.2,-0.1,0.1,0.2,-0.3,-0.0,0.0,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.836,-0.2,1.3,9.2,-0.1,0.1,0.2,-0.3,-0.0,0.0,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.925,-0.3,1.2,9.1,-0.2,0.2,0.3,-0.3,-0.0,0.0,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.926,-0.6,1.0,9.0,-0.2,0.2,0.3,-0.3,-0.0,0.0,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.932,-0.7,1.0,8.8,-0.4,0.2,0.3,-0.3,-0.0,0.0,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.934,-0.8,1.2,8.5,-0.4,0.2,0.3,-0.3,-0.0,0.0,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.021,-0.7,1.2,8.1,-0.5,0.3,0.4,-0.3,-0.0,0.0,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.023,-0.5,1.3,7.7,-0.5,0.3,0.4,-0.3,-0.0,0.0,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.025,-0.4,1.2,7.4,-0.6,0.4,0.4,-0.3,-0.0,0.0,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.026,-0.4,0.7,7.3,-0.6,0.5,0.5,-0.3,-0.0,0.0,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.033,-0.6,0.4,7.0,-0.7,0.8,0.7,-0.3,-0.0,0.0,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.123,-0.4,0.3,6.4,-0.7,0.9,0.7,-0.3,-0.0,-0.0,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.125,-0.4,0.3,5.6,-0.7,0.9,0.7,-0.3,-0.0,-0.0,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.126,-0.5,0.3,4.7,-0.7,0.9,0.7,-0.3,-0.0,-0.0,1.0,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.138,-0.9,-0.4,4.6,-0.8,1.2,0.8,-0.3,-0.1,-0.0,0.9,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.201,-2.0,-1.1,4.6,-0.8,2.3,0.9,-0.3,-0.1,-0.1,0.9,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.203,-3.0,-1.3,5.4,-0.8,2.3,0.9,-0.3,-0.1,-0.1,0.9,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.204,-4.0,-0.7,5.7,-0.8,2.3,0.9,-0.4,-0.1,-0.1,0.9,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.206,-5.0,0.4,6.2,-0.4,2.6,0.8,-0.4,-0.1,-0.1,0.9,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.207,-5.3,0.2,5.8,-0.4,2.6,0.8,-0.4,-0.2,-0.1,0.9,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.209,-6.0,-0.3,5.4,-0.4,2.6,0.8,-0.4,-0.2,-0.1,0.9,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.298,-7.1,-0.8,5.0,-1.4,4.3,1.4,-0.4,-0.3,-0.2,0.8,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.299,-8.5,-0.3,4.6,-1.4,4.3,1.4,-0.4,-0.3,-0.2,0.8,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.301,-9.6,-0.4,4.7,-1.4,4.3,1.4,-0.4,-0.3,-0.2,0.8,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.302,-11.1,-0.5,4.7,-1.4,4.3,1.4,-0.4,-0.3,-0.2,0.8,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4,-12.8,-0.7,5.0,-2.0,4.4,1.7,-0.4,-0.4,-0.3,0.8,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.402,-14.4,-1.3,4.4,-2.3,4.2,2.0,-0.4,-0.4,-0.3,0.8,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.403,-15.7,-1.8,4.1,-2.3,4.2,2.0,-0.4,-0.4,-0.3,0.8,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.405,-16.1,-2.2,4.1,-2.3,4.2,2.0,-0.4,-0.4,-0.3,0.8,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.407,-15.8,-2.5,4.3,-2.5,3.8,2.0,-0.4,-0.4,-0.3,0.7,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.499,-15.2,-3.1,4.4,-2.5,2.9,1.7,-0.5,-0.5,-0.4,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.501,-14.7,-3.7,3.9,-2.5,2.9,1.7,-0.5,-0.5,-0.4,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.503,-14.0,-2.3,3.9,-2.5,2.9,1.7,-0.5,-0.5,-0.4,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.524,-12.7,-0.3,3.4,-0.9,1.2,0.5,-0.5,-0.5,-0.4,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.526,-11.7,0.5,2.4,-0.9,1.2,0.5,-0.5,-0.5,-0.4,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.625,-11.0,0.4,1.7,-1.8,0.5,-0.4,-0.5,-0.5,-0.4,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.63,-10.6,-0.0,1.2,-3.1,0.0,-0.7,-0.5,-0.5,-0.4,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.631,-10.0,-0.8,1.4,-3.1,0.0,-0.7,-0.5,-0.5,-0.4,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.633,-9.5,-1.9,1.9,-3.6,-0.1,-0.7,-0.5,-0.5,-0.4,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.635,-9.6,-3.0,2.2,-4.0,-0.2,-0.7,-0.5,-0.5,-0.4,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.712,-9.4,-4.0,2.2,-4.3,-0.3,-0.7,-0.6,-0.3,-0.6,0.4,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.713,-9.1,-4.9,1.9,-4.3,-0.3,-0.7,-0.6,-0.3,-0.6,0.4,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.715,-8.8,-5.5,1.5,-4.3,-0.4,-0.6,-0.6,-0.3,-0.6,0.4,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.717,-8.7,-5.6,1.3,-4.0,-0.5,-0.4,-0.6,-0.3,-0.6,0.4,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.722,-8.5,-5.4,1.3,-3.4,-0.5,-0.2,-0.6,-0.3,-0.6,0.4,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.724,-8.3,-5.3,1.1,-2.7,-0.5,-0.0,-0.6,-0.3,-0.6,0.4,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.798,-8.1,-5.1,1.4,-0.6,-0.1,0.1,-0.6,-0.3,-0.6,0.4,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.8,-8.3,-4.6,1.8,-0.1,0.1,0.1,-0.6,-0.3,-0.6,0.4,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.801,-8.8,-4.2,2.1,-0.1,0.1,0.1,-0.6,-0.3,-0.6,0.4,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.803,-9.4,-4.0,2.1,0.4,0.3,0.0,-0.6,-0.3,-0.6,0.4,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.9,-9.8,-3.8,2.1,0.7,0.4,-0.1,-0.6,-0.3,-0.6,0.4,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.902,-10.2,-3.5,2.0,0.7,0.4,-0.1,-0.6,-0.3,-0.6,0.4,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.913,-10.5,-3.0,1.9,1.1,0.3,-0.4,-0.6,-0.3,-0.6,0.4,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.915,-10.6,-2.6,1.8,1.0,0.2,-0.6,-0.6,-0.3,-0.6,0.4,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.916,-10.4,-2.4,1.8,1.0,0.2,-0.6,-0.6,-0.3,-0.6,0.4,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.025,-10.2,-2.3,1.6,0.7,-0.1,-0.9,-0.6,-0.3,-0.6,0.5,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.027,-10.1,-2.4,1.5,0.7,-0.1,-0.9,-0.6,-0.3,-0.6,0.5,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.028,-10.0,-2.2,1.6,0.7,-0.1,-0.9,-0.6,-0.3,-0.6,0.5,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.04,-9.9,-2.0,1.6,0.9,-0.3,-0.9,-0.6,-0.3,-0.6,0.5,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.042,-9.9,-1.7,1.7,0.9,-0.3,-0.9,-0.6,-0.3,-0.6,0.5,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.125,-10.0,-1.5,1.6,1.3,-0.4,-0.8,-0.5,-0.3,-0.6,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.127,-9.8,-0.8,1.2,2.4,-0.4,-0.7,-0.5,-0.3,-0.5,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.129,-9.5,0.2,1.8,2.1,-0.3,-0.6,-0.5,-0.3,-0.5,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.131,-9.2,0.3,2.1,2.1,-0.3,-0.6,-0.5,-0.3,-0.5,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.133,-9.2,-0.1,2.1,1.5,-0.2,-0.4,-0.5,-0.3,-0.5,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.134,-9.3,-0.2,2.4,1.5,-0.2,-0.4,-0.5,-0.3,-0.5,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.224,-9.3,-0.6,2.0,0.1,0.1,0.0,-0.5,-0.3,-0.5,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.23,-9.4,-1.0,1.9,0.1,0.1,0.0,-0.5,-0.3,-0.5,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.231,-9.4,-1.6,1.3,0.1,0.1,0.0,-0.5,-0.3,-0.5,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.233,-9.4,-2.4,1.0,0.1,0.1,0.0,-0.5,-0.3,-0.5,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.235,-9.4,-2.5,1.2,0.1,0.1,0.0,-0.5,-0.3,-0.5,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.324,-9.3,-2.9,1.2,-1.1,0.2,0.1,-0.5,-0.3,-0.6,0.6,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.326,-9.3,-3.4,1.1,-1.1,0.2,0.1,-0.5,-0.3,-0.6,0.5,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.331,-9.4,-3.6,1.1,-1.1,0.2,0.1,-0.5,-0.3,-0.6,0.5,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.332,-9.4,-3.6,1.2,-1.1,0.2,0.1,-0.5,-0.3,-0.6,0.5,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.334,-9.3,-3.6,1.1,-1.1,0.2,0.1,-0.5,-0.3,-0.6,0.5,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.423,-9.3,-3.6,1.2,0.1,0.2,0.2,-0.5,-0.3,-0.6,0.5,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.428,-9.2,-3.5,1.2,0.2,0.2,0.1,-0.5,-0.3,-0.6,0.5,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.43,-9.2,-3.3,1.2,0.2,0.2,0.1,-0.5,-0.3,-0.6,0.5,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.432,-9.1,-3.1,1.3,0.2,0.2,0.1,-0.5,-0.3,-0.6,0.5,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5,-8.8,-3.1,1.3,0.1,0.2,0.0,-0.5,-0.3,-0.6,0.5,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.501,-8.7,-3.1,1.3,0.1,0.2,0.0,-0.5,-0.3,-0.6,0.5,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.507,-9.0,-3.2,1.3,0.1,0.5,0.2,-0.5,-0.3,-0.6,0.5,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.509,-9.2,-3.3,1.4,0.1,0.5,0.2,-0.5,-0.3,-0.6,0.5,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.511,-9.5,-3.5,1.3,0.1,0.5,0.2,-0.5,-0.3,-0.6,0.5,1,22.0,1.78,56.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
