time,accel_x_list,accel_y_list,accel_z_list,gyro_x_list,gyro_y_list,gyro_z_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list,Trial_ID,Age,Height,Weight,Gender,User_ID,Activity_D01,Activity_D02,Activity_D03,Activity_D04,Activity_D05,Activity_D06,Activity_D07,Activity_D08,Activity_D09,Activity_D10,Activity_D11,Activity_F01,Activity_F02,Activity_F03,Activity_F04,Activity_F05,Activity_F06,Activity_F07,Activity_F08
0.331,-3.5,-1.0,8.8,-0.1,0.0,0.1,-0.7,-0.1,-0.2,0.7,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.332,-3.9,-0.4,8.8,-0.1,0.0,0.1,-0.7,-0.1,-0.2,0.7,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.334,-3.9,-0.6,8.7,-0.1,0.0,0.1,-0.7,-0.1,-0.2,0.7,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.335,-3.5,-0.8,8.7,-0.1,0.0,0.1,-0.7,-0.1,-0.2,0.7,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.353,-3.5,-0.7,8.8,-0.1,0.1,0.0,-0.7,-0.1,-0.2,0.7,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.434,-4.0,-0.5,8.7,-0.4,0.2,0.0,-0.7,-0.1,-0.2,0.7,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.439,-3.7,-0.4,8.3,-0.4,0.2,0.0,-0.7,-0.1,-0.2,0.7,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.441,-3.5,-0.1,7.7,-0.6,0.2,0.0,-0.7,-0.1,-0.2,0.7,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.443,-3.4,0.4,7.0,-0.8,0.3,0.1,-0.7,-0.1,-0.2,0.7,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.444,-3.4,0.8,6.3,-1.2,0.5,0.1,-0.7,-0.1,-0.2,0.7,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.527,-3.6,0.5,5.7,-2.4,0.8,0.2,-0.7,-0.1,-0.2,0.7,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.528,-3.8,0.4,5.1,-3.1,1.0,0.3,-0.7,-0.1,-0.2,0.7,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.53,-4.1,0.3,4.3,-3.7,1.2,0.5,-0.7,-0.1,-0.3,0.7,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.532,-4.4,-0.2,3.5,-4.4,1.4,0.8,-0.7,-0.1,-0.3,0.7,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.604,-5.1,-1.2,3.1,-4.6,1.5,1.1,-0.7,-0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.605,-6.1,-2.2,3.0,-4.6,1.5,1.1,-0.7,-0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.607,-7.2,-3.1,3.0,-4.6,1.5,1.1,-0.7,-0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.613,-8.5,-4.0,3.0,-4.3,1.5,1.5,-0.7,-0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.615,-9.6,-4.2,3.0,-3.7,1.5,1.9,-0.7,-0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.616,-10.3,-3.6,3.2,-3.0,1.5,2.3,-0.7,-0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.725,-11.0,-2.8,3.3,-0.9,1.4,3.5,-0.7,-0.0,-0.5,0.4,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.733,-12.0,-2.3,3.5,-0.9,1.4,3.5,-0.7,-0.0,-0.5,0.4,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.735,-13.1,-2.4,4.1,-0.9,1.4,3.5,-0.7,-0.0,-0.5,0.4,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.752,-13.8,-2.4,4.5,-0.9,1.4,3.5,-0.7,-0.0,-0.5,0.4,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.828,-14.2,-2.5,4.5,-0.3,1.6,3.4,-0.8,-0.1,-0.6,0.3,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.83,-14.3,-2.7,4.0,-0.3,1.6,3.4,-0.8,-0.1,-0.6,0.3,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.836,-14.2,-2.9,3.8,-0.3,1.6,3.4,-0.8,-0.1,-0.6,0.3,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.837,-14.0,-2.7,4.0,-0.3,1.4,3.1,-0.8,-0.1,-0.6,0.3,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.839,-13.4,-2.3,4.1,-0.3,1.2,2.8,-0.8,-0.1,-0.6,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.841,-12.5,-2.2,4.0,-0.4,1.0,2.4,-0.8,-0.1,-0.6,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.927,-11.3,-2.2,3.7,-1.3,0.3,1.0,-0.8,-0.2,-0.6,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.929,-10.6,-2.2,3.5,-1.3,0.3,1.0,-0.8,-0.2,-0.6,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.931,-10.0,-2.4,3.3,-1.5,0.2,0.6,-0.8,-0.2,-0.6,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.932,-9.3,-2.5,3.2,-1.5,0.2,0.6,-0.8,-0.2,-0.6,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.934,-8.7,-2.7,2.9,-1.7,0.1,0.2,-0.8,-0.2,-0.6,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.054,-8.3,-3.0,2.8,-1.8,-0.1,-0.3,-0.8,-0.1,-0.6,0.1,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.061,-7.9,-3.3,2.9,-1.8,-0.1,-0.3,-0.8,-0.1,-0.6,0.1,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.063,-7.9,-3.2,3.0,-1.6,-0.1,-0.3,-0.8,-0.1,-0.6,0.1,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.065,-7.8,-3.2,3.0,-1.3,-0.1,-0.2,-0.8,-0.1,-0.6,0.1,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.066,-7.6,-3.3,3.2,-1.0,-0.1,-0.1,-0.8,-0.1,-0.6,0.1,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.127,-7.6,-3.3,3.3,-0.5,-0.0,0.1,-0.8,-0.1,-0.6,0.1,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.128,-7.6,-3.1,3.3,-0.5,-0.0,0.1,-0.8,-0.1,-0.6,0.1,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.138,-7.9,-3.1,3.3,-0.3,0.0,0.2,-0.8,-0.1,-0.6,0.1,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.14,-8.1,-3.1,3.2,-0.3,0.0,0.2,-0.8,-0.1,-0.6,0.1,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.141,-8.3,-3.1,3.2,-0.3,0.0,0.2,-0.8,-0.1,-0.6,0.1,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.226,-8.5,-3.0,3.0,0.2,0.1,-0.0,-0.8,0.1,-0.6,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.228,-8.8,-3.1,2.8,0.2,0.1,-0.0,-0.8,0.1,-0.6,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.233,-9.2,-3.2,2.9,0.4,0.1,-0.3,-0.8,0.1,-0.6,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.235,-9.4,-3.5,2.7,0.4,0.1,-0.3,-0.8,0.1,-0.6,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.302,-9.8,-3.2,2.5,0.7,0.2,-0.5,-0.8,0.1,-0.6,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.303,-9.9,-3.2,2.5,0.7,0.2,-0.5,-0.8,0.1,-0.6,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.311,-9.9,-3.5,2.3,0.8,0.1,-0.7,-0.8,0.1,-0.6,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.313,-10.3,-3.5,2.3,0.9,0.1,-0.8,-0.8,0.1,-0.6,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.315,-11.0,-3.5,2.2,1.2,0.2,-0.9,-0.8,0.1,-0.6,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.425,-11.7,-3.7,2.1,1.7,0.3,-1.0,-0.8,0.0,-0.6,0.3,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.427,-12.3,-3.6,2.3,2.0,0.3,-1.0,-0.8,0.0,-0.5,0.3,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.429,-12.2,-3.2,2.3,2.2,0.0,-1.2,-0.8,0.0,-0.5,0.3,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.43,-11.8,-2.9,2.1,2.2,0.0,-1.2,-0.8,0.0,-0.5,0.3,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.528,-11.8,-2.6,1.9,2.1,-0.0,-1.3,-0.8,0.0,-0.5,0.4,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.53,-11.8,-2.2,2.0,2.1,-0.0,-1.3,-0.8,0.0,-0.5,0.4,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.531,-11.4,-2.0,2.2,2.1,-0.0,-1.3,-0.8,0.0,-0.5,0.4,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.545,-10.7,-2.0,2.4,2.1,-0.0,-1.3,-0.8,0.0,-0.5,0.4,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.547,-10.1,-2.1,2.1,2.1,-0.0,-1.3,-0.8,0.0,-0.5,0.4,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.549,-10.1,-2.1,1.8,1.9,-0.1,-1.4,-0.8,0.0,-0.5,0.4,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.627,-10.6,-2.2,1.7,1.3,-0.2,-2.1,-0.7,-0.0,-0.5,0.5,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.629,-11.1,-2.2,1.6,1.5,-0.2,-2.0,-0.7,-0.0,-0.5,0.5,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.63,-11.4,-2.0,1.8,1.5,-0.2,-2.0,-0.7,-0.0,-0.5,0.5,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.632,-11.3,-1.8,2.0,1.5,-0.2,-2.0,-0.7,-0.0,-0.5,0.5,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.633,-10.7,-1.6,2.2,1.6,-0.3,-1.9,-0.7,-0.0,-0.5,0.5,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.727,-9.6,-1.4,2.2,1.1,-0.5,-1.3,-0.7,-0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.732,-8.7,-1.2,2.0,1.1,-0.5,-1.3,-0.7,-0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.734,-8.2,-1.1,1.9,1.1,-0.5,-1.3,-0.7,-0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.736,-7.9,-1.3,1.7,1.1,-0.5,-1.3,-0.7,-0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.737,-7.7,-1.4,1.6,0.8,-0.6,-1.2,-0.7,-0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.829,-7.6,-1.6,1.4,-0.2,-0.4,-1.0,-0.7,0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.831,-7.4,-1.7,1.3,-0.2,-0.4,-1.0,-0.7,0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.832,-7.4,-1.7,1.3,-0.2,-0.4,-1.0,-0.7,0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.834,-7.2,-1.7,1.3,-0.3,-0.3,-0.8,-0.7,0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.836,-7.1,-1.7,1.4,-0.3,-0.3,-0.8,-0.7,0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.927,-6.8,-1.7,1.5,-0.3,0.1,0.1,-0.7,0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.936,-6.6,-1.8,1.6,-0.3,0.1,0.1,-0.7,0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.938,-6.6,-1.9,1.8,-0.3,0.1,0.1,-0.7,0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.939,-7.2,-2.0,1.7,-0.3,0.1,0.1,-0.7,0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.941,-7.8,-2.0,1.7,-0.3,0.1,0.1,-0.7,0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.001,-8.4,-2.1,2.0,-0.6,0.7,1.6,-0.7,0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.003,-9.1,-2.3,2.2,-0.6,0.7,1.6,-0.7,0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.005,-9.8,-2.5,2.6,-0.6,0.7,1.6,-0.7,0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.006,-10.6,-2.6,3.0,-0.6,0.7,1.6,-0.7,0.0,-0.4,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.044,-12.2,-2.8,3.1,-0.6,0.9,2.3,-0.7,-0.0,-0.5,0.6,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.124,-14.8,-3.4,3.1,-0.5,1.2,2.8,-0.7,-0.1,-0.5,0.5,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.126,-17.6,-3.8,3.4,-0.5,1.2,2.8,-0.7,-0.1,-0.5,0.5,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.128,-18.0,-3.9,4.5,-0.5,1.2,2.8,-0.7,-0.1,-0.5,0.5,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.134,-14.8,-3.5,5.8,-0.4,-0.0,2.5,-0.7,-0.1,-0.5,0.4,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.228,-11.2,-2.0,6.0,-1.0,-0.5,2.0,-0.8,-0.1,-0.5,0.4,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.229,-8.6,-0.7,4.8,-1.0,-0.5,2.0,-0.8,-0.1,-0.5,0.4,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.231,-8.0,-1.0,3.3,-1.0,-0.5,2.0,-0.8,-0.1,-0.5,0.4,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.233,-9.5,-1.6,2.1,-1.0,-0.5,2.0,-0.8,-0.1,-0.5,0.4,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.234,-10.7,-2.1,1.5,-1.0,-0.5,2.0,-0.8,-0.1,-0.5,0.4,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.24,-10.9,-2.9,1.2,-1.0,-0.5,2.0,-0.8,-0.1,-0.5,0.4,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.327,-10.8,-3.5,1.1,-2.6,-0.9,-0.5,-0.8,0.0,-0.5,0.3,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.328,-10.2,-3.6,1.4,-2.6,-0.9,-0.5,-0.8,0.0,-0.5,0.3,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.33,-9.0,-3.8,1.6,-2.6,-0.9,-0.5,-0.8,0.0,-0.5,0.3,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.332,-7.9,-3.9,1.6,-2.5,-1.1,-0.5,-0.8,0.0,-0.5,0.3,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.333,-6.6,-3.6,1.6,-2.5,-1.1,-0.5,-0.8,0.0,-0.5,0.3,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.43,-5.8,-3.4,1.2,-2.3,-0.8,-0.5,-0.8,0.1,-0.5,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.431,-5.6,-3.6,1.0,-2.3,-0.8,-0.5,-0.8,0.1,-0.5,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.433,-6.0,-4.0,2.0,-2.3,-0.8,-0.5,-0.8,0.1,-0.5,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.435,-6.6,-3.6,2.0,-1.9,-0.5,-0.6,-0.8,0.1,-0.5,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.437,-6.6,-2.9,1.5,-1.9,-0.5,-0.6,-0.8,0.2,-0.5,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.526,-6.4,-2.9,1.6,0.2,0.1,-0.4,-0.8,0.2,-0.5,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.528,-6.8,-2.8,2.6,0.2,0.1,-0.4,-0.8,0.2,-0.5,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.53,-7.4,-2.3,3.4,0.3,0.2,-0.3,-0.8,0.2,-0.5,0.2,1,21.0,1.78,68.1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
