time,accel_x_list,accel_y_list,accel_z_list,gyro_x_list,gyro_y_list,gyro_z_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list,Trial_ID,Age,Height,Weight,Gender,User_ID,Activity_D01,Activity_D03,Activity_D04,Activity_D09,Activity_D10,Activity_D11
0.204,-3.9,-3.4,8.4,0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.206,-3.8,-3.1,8.5,-0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.208,-3.8,-3.2,8.4,-0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.299,-3.9,-3.2,8.4,-0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.305,-3.9,-3.2,8.3,-0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.315,-4.0,-3.3,8.3,-0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.317,-4.0,-3.4,8.3,-0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.332,-4.0,-3.4,8.4,-0.0,0.1,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.399,-4.0,-3.4,8.4,0.0,0.1,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.402,-4.0,-3.2,8.4,0.0,0.1,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.404,-4.0,-3.2,8.4,0.0,0.1,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.406,-3.9,-3.1,8.4,0.0,0.2,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.408,-4.2,-3.2,8.3,0.0,0.2,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.501,-4.2,-3.0,8.5,-0.1,-0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.504,-4.1,-3.6,8.3,-0.1,-0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.505,-4.1,-3.5,8.3,-0.1,-0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.507,-4.1,-3.3,8.3,-0.1,-0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.509,-4.2,-3.4,8.3,-0.1,-0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.599,-4.1,-3.2,8.3,0.1,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.6,-4.2,-3.2,8.3,0.1,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.602,-4.1,-3.2,8.3,-0.0,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.604,-4.1,-3.3,8.2,-0.1,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.606,-4.1,-3.3,8.2,-0.0,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.702,-4.0,-3.2,8.2,0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.704,-4.0,-3.2,8.3,0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.706,-4.0,-3.2,8.3,0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.716,-4.1,-3.1,8.4,0.0,0.1,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.723,-4.0,-3.2,8.3,0.0,0.1,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.799,-4.1,-3.2,8.4,-0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.801,-4.2,-3.4,8.3,0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.803,-4.1,-3.3,8.2,0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.804,-4.1,-3.2,8.2,0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.806,-4.0,-3.1,8.2,0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.904,-4.0,-3.2,8.2,-0.1,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.906,-4.2,-3.4,8.2,-0.1,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.907,-4.2,-3.5,8.1,-0.1,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.909,-4.3,-3.3,8.2,-0.1,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
0.911,-4.3,-3.2,8.2,-0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.001,-4.3,-3.3,8.2,-0.1,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.003,-4.3,-3.3,8.2,-0.0,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.005,-4.3,-3.4,8.2,-0.0,0.1,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.006,-4.2,-3.4,8.2,-0.0,0.1,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.008,-4.2,-3.3,8.2,-0.0,0.1,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.102,-4.3,-3.4,8.2,-0.0,0.1,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.104,-4.3,-3.4,8.2,-0.0,0.1,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.113,-4.3,-3.3,8.2,-0.0,0.1,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.115,-4.4,-3.2,8.2,0.0,0.1,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.117,-4.4,-3.5,8.1,0.0,0.1,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.202,-4.4,-3.5,8.1,0.0,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.204,-4.4,-3.4,8.1,0.0,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.206,-4.4,-3.3,8.1,0.0,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.207,-4.4,-3.3,8.1,0.0,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.209,-4.4,-3.4,8.1,-0.0,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.299,-4.4,-3.4,8.1,-0.0,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.3,-4.4,-3.4,8.1,-0.0,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.302,-4.4,-3.4,8.1,-0.0,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.304,-4.4,-3.3,8.1,-0.0,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.305,-4.4,-3.4,8.1,0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.399,-4.4,-3.3,8.1,-0.0,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.4,-4.4,-3.3,8.1,-0.0,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.402,-4.4,-3.4,8.2,-0.0,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.404,-4.4,-3.3,8.2,-0.0,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.405,-4.4,-3.3,8.1,-0.0,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.499,-4.4,-3.4,8.1,-0.0,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.508,-4.4,-3.4,8.2,0.0,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.51,-4.4,-3.4,8.2,0.0,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.511,-4.4,-3.3,8.2,0.0,0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.599,-4.5,-3.3,8.2,-0.0,-0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.6,-4.4,-3.2,8.1,0.0,-0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.602,-4.4,-3.3,8.1,0.0,-0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.604,-4.4,-3.4,8.1,0.0,-0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.605,-4.3,-3.3,8.2,0.0,-0.0,0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.698,-4.2,-3.6,8.0,0.0,0.0,0.1,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.7,-4.4,-3.2,8.1,0.1,0.0,0.1,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.705,-4.5,-3.0,8.2,-0.1,-0.1,-0.1,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.707,-4.5,-3.3,8.2,0.0,0.0,0.2,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.708,-4.2,-3.3,8.4,0.0,0.0,0.2,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.799,-4.5,-3.5,8.1,0.1,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.8,-4.1,-3.1,8.2,0.0,-0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.802,-4.4,-3.3,8.2,0.0,-0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.804,-4.2,-3.3,8.2,0.0,-0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.805,-4.3,-3.3,8.1,0.0,-0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.899,-4.3,-3.3,8.2,0.0,-0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.908,-4.3,-3.2,8.2,0.0,-0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.91,-4.3,-3.2,8.1,0.0,-0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.911,-4.2,-3.2,8.1,0.0,-0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
1.913,-4.2,-3.2,8.1,0.0,-0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.058,-4.2,-3.1,8.1,-0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.06,-4.2,-3.1,8.1,-0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.069,-4.3,-3.2,8.1,-0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.071,-4.3,-3.1,8.1,-0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.072,-4.2,-3.1,8.2,-0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.133,-4.2,-3.2,8.3,0.0,0.0,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.139,-4.2,-3.1,8.4,0.0,0.1,-0.0,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.141,-4.2,-3.1,8.4,0.0,0.1,-0.1,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.142,-4.2,-3.0,8.4,-0.0,0.0,-0.1,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.144,-4.2,-3.0,8.4,-0.0,0.0,-0.1,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.212,-4.2,-3.0,8.4,-0.1,0.0,-0.1,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.213,-4.1,-3.0,8.3,-0.1,0.0,-0.1,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.215,-4.1,-3.0,8.3,-0.1,0.0,-0.1,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.217,-4.0,-3.1,8.2,-0.1,0.0,-0.1,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.218,-4.1,-3.1,8.2,-0.1,0.0,-0.1,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.3,-4.1,-3.2,8.1,-0.1,0.0,-0.1,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.302,-4.1,-3.2,7.9,-0.2,0.0,-0.1,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.305,-3.9,-3.3,7.6,-0.3,0.2,-0.1,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.307,-3.6,-3.4,7.3,-0.3,0.2,-0.1,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.308,-3.4,-3.7,7.4,-0.3,0.2,-0.1,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.409,-3.3,-4.0,7.5,-0.3,0.3,-0.1,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.411,-3.4,-4.2,7.7,-0.3,0.3,-0.1,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.425,-3.4,-4.3,8.0,-0.3,0.5,-0.1,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.427,-3.4,-4.4,8.2,-0.2,0.6,-0.1,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.429,-3.3,-4.4,8.4,-0.2,0.6,-0.2,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.499,-3.2,-4.3,8.6,-0.3,0.7,-0.3,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.501,-3.3,-4.2,8.9,-0.4,0.7,-0.3,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.503,-3.1,-4.2,8.7,-0.4,0.7,-0.3,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.505,-2.8,-4.2,8.5,-0.4,0.7,-0.3,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.508,-2.7,-4.3,8.4,-0.4,0.7,-0.3,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.604,-2.8,-4.4,8.6,-0.2,0.7,-0.4,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.607,-3.1,-4.5,8.8,-0.2,0.7,-0.4,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.609,-3.4,-4.5,8.7,-0.2,0.7,-0.4,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.611,-3.8,-4.6,8.5,-0.2,0.7,-0.4,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.626,-4.1,-4.6,8.4,0.2,0.5,-0.4,0.9,-0.1,0.3,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.72,-4.2,-4.4,8.2,-0.2,0.3,-0.1,0.9,-0.1,0.4,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.721,-4.2,-4.1,8.0,-0.2,0.3,-0.1,0.9,-0.1,0.4,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.723,-4.2,-4.0,7.7,-0.4,0.3,-0.0,0.9,-0.1,0.4,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.724,-4.3,-4.0,7.5,-0.4,0.3,-0.0,0.9,-0.1,0.4,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.726,-4.4,-4.0,7.1,-0.4,0.3,-0.0,0.9,-0.1,0.4,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.799,-4.6,-4.0,6.8,-0.5,0.3,0.0,0.9,-0.1,0.4,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.801,-4.8,-4.0,6.5,-0.5,0.3,0.0,0.9,-0.1,0.4,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.807,-5.1,-3.9,6.2,-0.7,0.4,0.3,0.9,-0.1,0.4,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.809,-5.5,-3.9,5.8,-1.0,0.7,0.6,0.9,-0.1,0.4,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.81,-6.3,-4.2,5.5,-1.0,0.7,0.6,0.9,-0.1,0.4,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.901,-7.6,-4.3,5.1,-1.3,0.9,1.0,0.8,-0.1,0.4,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.957,-8.8,-4.1,4.8,-1.9,1.2,1.8,0.8,-0.1,0.4,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.959,-9.0,-4.0,4.6,-1.9,1.3,2.0,0.8,-0.1,0.4,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.96,-8.9,-3.9,4.3,-1.9,1.3,2.0,0.8,-0.1,0.4,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
2.962,-9.3,-4.1,4.2,-1.9,1.3,2.0,0.8,-0.1,0.4,-0.3,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.033,-9.7,-4.3,4.0,-1.6,1.2,2.2,0.8,-0.2,0.5,-0.2,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.035,-9.3,-4.1,3.5,-1.6,1.2,2.2,0.8,-0.2,0.5,-0.2,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.047,-8.6,-3.6,2.8,-1.6,1.2,2.2,0.8,-0.2,0.5,-0.2,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.073,-8.4,-3.1,2.4,-1.6,1.2,2.2,0.8,-0.1,0.5,-0.1,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.075,-8.8,-2.8,2.5,-1.6,1.2,2.2,0.8,-0.1,0.5,-0.1,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.149,-9.6,-2.8,2.9,0.0,0.5,1.6,0.8,-0.1,0.6,-0.1,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.15,-10.6,-2.7,3.4,0.0,0.5,1.6,0.8,-0.1,0.6,-0.1,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.152,-11.1,-2.5,3.7,-0.2,0.4,1.6,0.8,-0.1,0.5,-0.1,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.154,-10.6,-2.5,3.5,-0.2,0.4,1.6,0.8,-0.1,0.5,-0.1,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.162,-9.7,-2.4,3.2,-1.4,-0.0,1.2,0.8,-0.1,0.5,-0.1,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.228,-8.9,-2.5,3.0,-2.1,-0.0,0.7,0.8,-0.1,0.6,-0.0,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.229,-8.5,-2.8,2.8,-1.9,-0.0,0.6,0.8,-0.1,0.6,-0.0,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.231,-8.1,-3.4,2.7,-1.9,-0.0,0.6,0.8,-0.1,0.6,-0.0,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.233,-7.8,-3.8,2.7,-1.9,-0.0,0.6,0.8,-0.1,0.6,-0.0,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.298,-7.5,-4.0,2.7,-1.5,0.0,0.4,0.8,-0.2,0.6,0.0,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.3,-7.2,-3.9,2.6,-1.5,0.0,0.4,0.8,-0.2,0.6,0.0,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.301,-7.1,-3.9,2.7,-1.5,0.0,0.4,0.8,-0.2,0.6,0.0,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.31,-7.4,-3.9,2.8,-0.4,0.2,0.3,0.8,-0.2,0.6,0.0,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.312,-7.7,-3.8,3.1,-0.1,0.2,0.3,0.8,-0.2,0.6,0.0,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.407,-8.0,-3.6,3.6,-0.0,0.3,0.2,0.8,-0.2,0.6,0.0,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.413,-8.2,-3.4,3.9,-0.0,0.3,0.2,0.8,-0.2,0.6,0.0,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.414,-8.2,-3.2,4.2,-0.0,0.3,0.2,0.8,-0.2,0.6,0.0,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
3.435,-7.9,-3.1,4.3,0.1,0.4,0.0,0.8,-0.2,0.6,0.0,1,83.0,1.75,85.0,0,26,1,0,0,0,0,0
